Source Type,Underlying,Tenor Swap,Tenor Option,Portfolio,Group,Risk,dRisk,Vol Score,Risk SP01,dRisk SP01,Risk PSP01,dRisk PSP01,Risk PM01,dRisk PM01,Risk PM01P,dRisk PM01P,Risk Theta,dRisk Theta,Risk JTD,dRisk JTD
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0049 · TRADER-025,G10,1588341,-315572,34.703,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0050 · TRADER-025,G10,4781003,-392192,12.827,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0051 · TRADER-026,G10,-2852425,-230311,20.807,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0052 · TRADER-026,G10,333938,181708,9.155,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0053 · TRADER-027,G10,1312720,-42714,27.575,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0054 · TRADER-027,G10,-2630068,-17685,41.961,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0055 · TRADER-028,G10,394826,-93332,31.562,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0056 · TRADER-028,G10,-4888932,-372770,90.611,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0057 · TRADER-029,G10,-4761631,-242573,90.367,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0058 · TRADER-029,G10,-1734838,101032,29.619,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0059 · TRADER-030,G10,4871829,-235226,91.435,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0060 · TRADER-030,G10,622943,246759,10.672,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0061 · TRADER-031,G10,3361660,-531493,25.567,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0062 · TRADER-031,G10,-2697980,438028,30.815,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0063 · TRADER-032,G10,935336,243733,53.093,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0064 · TRADER-032,G10,2912699,-112942,17.848,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0065 · TRADER-033,G10,2002995,156777,97.325,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0066 · TRADER-033,G10,3619073,166935,91.867,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0067 · TRADER-034,G10,3580938,-257126,92.583,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0068 · TRADER-034,G10,2479684,505662,68.308,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0069 · TRADER-035,G10,3391271,182146,8.804,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0070 · TRADER-035,G10,-4872253,86931,16.965,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0071 · TRADER-036,G10,1904487,57885,61.975,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0072 · TRADER-036,G10,1182691,440038,73.363,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0073 · TRADER-037,G10,1393799,-231795,64.631,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0074 · TRADER-037,G10,-4137093,-154069,32.568,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0075 · TRADER-038,G10,788753,-175756,35.305,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0076 · TRADER-038,G10,-3526768,-527161,18.432,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0077 · TRADER-039,G10,4429494,-273176,97.01,,,,,,,,,,,,
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0078 · TRADER-039,Index,4780055,-245921,25.283,4780055,-245921,3919645.1,-201655.22,5640464.9,-290186.78,52580.6,-2705.13,-382404.4,19673.68,1673019.25,-86072.35
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0079 · TRADER-040,Index,349520,233977,25.096,349520,233977,286606.4,191861.14,412433.6,276092.86,3844.72,2573.75,-27961.6,-18718.16,122332,81891.95
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0080 · TRADER-040,Index,3346824,82008,40.109,3346824,82008,2744395.68,67246.56,3949252.32,96769.44,36815.06,902.09,-267745.92,-6560.64,1171388.4,28702.8
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0081 · TRADER-041,Index,3149782,191982,60.913,3149782,191982,2582821.24,157425.24,3716742.76,226538.76,34647.6,2111.8,-251982.56,-15358.56,1102423.7,67193.7
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0082 · TRADER-041,Index,1991234,-81407,25.409,1991234,-81407,1632811.88,-66753.74,2349656.12,-96060.26,21903.57,-895.48,-159298.72,6512.56,696931.9,-28492.45
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0083 · TRADER-042,Index,-659144,250514,48.848,-659144,250514,-540498.08,205421.48,-777789.92,295606.52,-7250.58,2755.65,52731.52,-20041.12,-230700.4,87679.9
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0084 · TRADER-042,Index,-4776163,452584,12.623,-4776163,452584,-3916453.66,371118.88,-5635872.34,534049.12,-52537.79,4978.42,382093.04,-36206.72,-1671657.05,158404.4
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0085 · TRADER-043,Index,-1648963,292921,44.52,-1648963,292921,-1352149.66,240195.22,-1945776.34,345646.78,-18138.59,3222.13,131917.04,-23433.68,-577137.05,102522.35
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0086 · TRADER-043,Single Name,2792134,142069,5.126,2792134,142069,2289549.88,116496.58,3294718.12,167641.42,30713.47,1562.76,-223370.72,-11365.52,977246.9,49724.15
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0087 · TRADER-044,Single Name,4279304,81971,82.79,4279304,81971,3509029.28,67216.22,5049578.72,96725.78,47072.34,901.68,-342344.32,-6557.68,1497756.4,28689.85
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0088 · TRADER-044,Single Name,1756149,-31993,74.23,1756149,-31993,1440042.18,-26234.26,2072255.82,-37751.74,19317.64,-351.92,-140491.92,2559.44,614652.15,-11197.55
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0089 · TRADER-045,Single Name,4043309,-230088,6.673,4043309,-230088,3315513.38,-188672.16,4771104.62,-271503.84,44476.4,-2530.97,-323464.72,18407.04,1415158.15,-80530.8
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0090 · TRADER-045,Index,-836358,469628,72.272,-836358,469628,-685813.56,385094.96,-986902.44,554161.04,-9199.94,5165.91,66908.64,-37570.24,-292725.3,164369.8
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0091 · TRADER-046,Index,3560853,241914,45.637,3560853,241914,2919899.46,198369.48,4201806.54,285458.52,39169.38,2661.05,-284868.24,-19353.12,1246298.55,84669.9
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0092 · TRADER-046,Index,4044408,-61244,29.656,4044408,-61244,3316414.56,-50220.08,4772401.44,-72267.92,44488.49,-673.68,-323552.64,4899.52,1415542.8,-21435.4
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0093 · TRADER-047,Index,-4627808,61067,34.225,-4627808,61067,-3794802.56,50074.94,-5460813.44,72059.06,-50905.89,671.74,370224.64,-4885.36,-1619732.8,21373.45
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0094 · TRADER-047,Index,4416569,-183784,39.929,4416569,-183784,3621586.58,-150702.88,5211551.42,-216865.12,48582.26,-2021.62,-353325.52,14702.72,1545799.15,-64324.4
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0095 · TRADER-048,Index,3609053,293294,65.117,3609053,293294,2959423.46,240501.08,4258682.54,346086.92,39699.58,3226.23,-288724.24,-23463.52,1263168.55,102652.9
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0096 · TRADER-048,Single Name,606568,189737,12.173,606568,189737,497385.76,155584.34,715750.24,223889.66,6672.25,2087.11,-48525.44,-15178.96,212298.8,66407.95
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0097 · TRADER-049,Single Name,3776789,446114,27.001,3776789,446114,3096966.98,365813.48,4456611.02,526414.52,41544.68,4907.25,-302143.12,-35689.12,1321876.15,156139.9
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0098 · TRADER-049,Single Name,2908777,-454249,87.614,2908777,-454249,2385197.14,-372484.18,3432356.86,-536013.82,31996.55,-4996.74,-232702.16,36339.92,1018071.95,-158987.15
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0099 · TRADER-050,Oil,2001716,254024,97.229,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0100 · TRADER-050,Oil,-2256531,233805,21.062,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0101 · TRADER-051,Oil,-2127781,-302030,62.481,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0102 · TRADER-051,Precious,-3162816,354985,47.215,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0103 · TRADER-052,Precious,4456282,22574,35.524,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0104 · TRADER-052,Precious,1972402,-40289,54.68,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0105 · TRADER-053,Gas,-3763090,-464409,71.11,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0106 · TRADER-053,Gas,-2476978,423255,50.413,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0107 · TRADER-054,Gas,2790335,-186812,82.013,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0108 · TRADER-054,Oil,1317922,-347844,75.388,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0109 · TRADER-055,Oil,-2012239,80837,39.755,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0110 · TRADER-055,Oil,-4686131,96851,22.429,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0111 · TRADER-056,Precious,-2297746,-423781,16.828,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0112 · TRADER-056,Precious,-1436274,-236572,57.672,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0113 · TRADER-057,Precious,1996879,-97932,64.892,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0114 · TRADER-057,Gas,4749574,-302503,72.812,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0115 · TRADER-058,Gas,-4352644,133051,60.303,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0116 · TRADER-058,Gas,782770,-305514,38.579,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - EUR/USD,,,FAKE_REPLACE_ME - BOOK-0117 · TRADER-059,G10,2505494,-289880,50.518,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - USD/JPY,,,FAKE_REPLACE_ME - BOOK-0118 · TRADER-059,G10,4545818,-21954,15.393,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - GBP/USD,,,FAKE_REPLACE_ME - BOOK-0119 · TRADER-060,G10,-3891892,-152716,57.181,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - EUR/USD,,,FAKE_REPLACE_ME - BOOK-0120 · TRADER-060,G10,4849710,-479075,63.961,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - USD/JPY,,,FAKE_REPLACE_ME - BOOK-0121 · TRADER-061,G10,1133029,-418452,88.785,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - GBP/USD,,,FAKE_REPLACE_ME - BOOK-0122 · TRADER-061,G10,1852694,-334856,24.641,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0123 · TRADER-062,G10,2106283,-120953,16.727,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0124 · TRADER-062,G10,-3211041,-387852,78.268,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0125 · TRADER-063,G10,3266622,43608,22.561,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0126 · TRADER-063,G10,-1801281,-268244,12.435,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0127 · TRADER-064,G10,2828240,139383,69.121,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0128 · TRADER-064,G10,-4345564,287543,94.134,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0129 · TRADER-065,G10,-976301,157559,55.204,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0130 · TRADER-065,G10,727684,-515656,84.654,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0131 · TRADER-066,G10,4748427,70188,49.982,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0132 · TRADER-066,G10,-3489512,-336008,41.697,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0133 · TRADER-067,G10,532988,244358,40.677,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0134 · TRADER-067,G10,1377960,-209621,95.587,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0135 · TRADER-068,G10,-2843165,-276074,99.717,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0136 · TRADER-068,G10,-1897784,279147,84.866,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0137 · TRADER-069,G10,2582308,119259,90.149,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0138 · TRADER-069,G10,-4324560,-303632,96.192,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0139 · TRADER-070,G10,3031599,61766,45.937,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0140 · TRADER-070,G10,3355317,-525666,33.968,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0141 · TRADER-071,G10,4074411,251288,85.709,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0142 · TRADER-071,G10,-867315,-496328,24.892,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0143 · TRADER-072,G10,1446042,451602,96.641,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0144 · TRADER-072,G10,1566008,-459144,28.22,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0145 · TRADER-073,G10,2404138,-545606,53.248,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0146 · TRADER-073,G10,2891712,-280943,27.374,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0147 · TRADER-074,G10,-3189321,-372790,38.238,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0148 · TRADER-074,G10,1624853,-495881,61.853,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0149 · TRADER-075,G10,-2695617,-511339,20.228,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0150 · TRADER-075,G10,3967066,404432,32.335,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0151 · TRADER-076,G10,4216888,-25952,55.225,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - EUR ESTR,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0152 · TRADER-076,G10,-3852691,332238,13.415,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0153 · TRADER-077,G10,-3485400,268874,46.609,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0154 · TRADER-077,G10,-4937520,-411722,60.076,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0155 · TRADER-078,G10,900374,-313358,82.801,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0156 · TRADER-078,G10,2578039,-429228,26.266,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0157 · TRADER-079,G10,505896,-507452,9.889,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0158 · TRADER-079,G10,3660961,-210154,34.958,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0159 · TRADER-080,G10,4139194,424939,80.496,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0160 · TRADER-080,G10,2942448,-259182,98.12,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0161 · TRADER-081,G10,-1552371,-173679,11.165,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0162 · TRADER-081,G10,3335280,-179344,87.259,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0163 · TRADER-082,G10,1018518,-195545,88.658,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0164 · TRADER-082,G10,2093915,346722,39.288,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0165 · TRADER-083,G10,3723853,-450296,49.029,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0166 · TRADER-083,G10,-3952786,-224181,9.981,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0167 · TRADER-084,G10,-4339848,-233940,19.292,,,,,,,,,,,,
